
		------ eVeryDay --------
		 SIMPLE DATA LOGGING

	      Recording Date: FEB 5, 2012 


	Time	Temperature(C)	LDR reading
	--------------------------------
	13:52	     28.75	74
	13:53	     31.25	41
	13:54	     31.50	40
	13:55	     31.50	40
	13:56	     31.50	46
	13:57	     31.25	50
	13:58	     31.25	50
	13:59	     31.25	52
	14:00	     31.00	53
	14:01	     31.00	53
	14:02	     31.00	55
	14:03	     31.00	54
	14:04	     31.25	49
	14:05	     31.25	48
	14:06	     31.00	48
	14:07	     31.00	48
	14:08	     31.00	47
	14:09	     31.00	47
	14:10	     31.00	43
	14:11	     31.00	42
	14:12	     31.00	43
	14:13	     31.00	48
	14:14	     31.00	56
	14:15	     31.00	55
	14:16	     31.00	55
	14:17	     31.00	50
	14:18	     31.00	47
	14:19	     31.00	46
	14:20	     31.00	46
	14:21	     31.00	50
	14:22	     31.00	50
	14:23	     31.00	57
	14:24	     31.00	54
	14:25	     31.00	47
	14:26	     31.00	42
	14:27	     31.00	40
	14:28	     31.00	39
	14:29	     31.00	40
	14:30	     31.25	44
	14:31	     31.25	43
	14:32	     31.25	43
	14:33	     31.25	44
	14:34	     31.25	46
	14:35	     31.25	47
	14:36	     31.25	48
	14:37	     31.25	61
	14:38	     31.00	68
	14:39	     31.00	69
	14:40	     31.00	64
	14:41	     31.00	56
	14:42	     31.00	43
	14:43	     31.25	43
	14:44	     31.00	40
	14:45	     31.25	39
	14:46	     31.25	39
	14:47	     31.50	43
	14:48	     31.25	43
	14:49	     31.25	39
	14:50	     31.25	43
	14:51	     31.25	46
	14:52	     31.25	49
	14:53	     31.25	51
	14:54	     31.25	49
	14:55	     31.25	50
	14:56	     31.25	48
	14:57	     31.50	48
	14:58	     31.50	46
	14:59	     31.50	44
	15:00	     31.50	44
	15:01	     31.50	46
	15:02	     31.25	47
	15:03	     31.25	47
	15:04	     31.25	44
	15:05	     31.25	44
	15:06	     31.25	46
	15:07	     31.25	50
	15:08	     31.25	49
	15:09	     31.25	50
	15:10	     31.25	51
	15:11	     31.50	53
	15:12	     31.50	51
	15:13	     31.50	50
	15:14	     31.50	46
	15:15	     31.50	44
	15:16	     31.50	45
	15:17	     31.50	46
	15:18	     31.50	44
	15:19	     31.25	40
	15:20	     31.50	40
	15:21	     31.50	42
	15:22	     31.50	48
	15:23	     31.50	47
	15:24	     31.50	44
	15:25	     31.50	48
	15:26	     31.50	50
	15:27	     31.50	51
	15:28	     31.50	54
	15:29	     31.50	60
	15:30	     31.50	61
	15:31	     31.50	62
	15:32	     31.25	67
	15:33	     31.50	70
	15:34	     31.50	74
	15:35	     31.50	75
	15:36	     31.50	65
	15:37	     31.50	64
	15:38	     31.50	66
	15:39	     31.50	67
	15:40	     31.50	60
	15:41	     31.25	59
	15:42	     31.25	62
	15:43	     31.25	62
	15:44	     31.50	60
	15:45	     31.50	60
	15:46	     31.50	57
	15:47	     31.25	57
	15:48	     31.25	61
	15:49	     31.25	65
	15:50	     31.25	64
	15:51	     31.25	63
	15:52	     31.25	66
	15:53	     31.25	73
	15:54	     31.50	79
	15:55	     31.25	79
	15:56	     31.25	76
	15:57	     31.25	76
	15:58	     31.25	80
	15:59	     31.25	86
	16:00	     31.00	87
	16:01	     31.00	90
	16:02	     31.25	94
	16:03	     31.00	96
	16:04	     31.00	99
	16:05	     31.25	99
	16:06	     31.00	98
	16:07	     31.00	96
	16:08	     31.00	98
	16:09	     31.00	99
	16:10	     31.25	99
	16:11	     31.00	98
	16:12	     31.00	96
	16:13	     31.25	95
	16:14	     31.00	95
	16:15	     31.00	94
	16:16	     31.00	93
	16:17	     31.00	92
	16:18	     31.00	92
	16:19	     31.00	92
	16:20	     31.00	95
	16:21	     31.25	97
	16:22	     31.25	99
	16:23	     31.00	101
	16:24	     31.00	102
	16:25	     31.00	98
	16:26	     31.00	96
	16:27	     31.00	94
	16:28	     31.00	93
	16:29	     31.00	93
	16:30	     31.00	97
	16:31	     31.25	102
	16:32	     31.00	107
	16:33	     31.00	114
	16:34	     31.00	118
	16:35	     31.00	126
	16:36	     31.00	135
	16:37	     31.00	140
	16:38	     31.00	143
	16:39	     31.00	149
	16:40	     31.00	153
	16:41	     31.00	156
	16:42	     31.00	158
	16:43	     31.00	158
	16:44	     31.00	158
	16:45	     31.00	159
	16:46	     31.00	160
	16:47	     31.00	160
	16:48	     31.00	159
	16:49	     31.00	158
	16:50	     31.00	155
	16:51	     31.00	152
	16:52	     31.00	148
	16:53	     31.00	144
	16:54	     31.00	143
	16:55	     31.00	141
	16:56	     31.00	142
	16:57	     31.00	144
	16:58	     31.00	144
	16:59	     31.00	146
	17:00	     31.00	146
	17:01	     31.00	143
	17:02	     31.00	141
	17:03	     31.00	139
	17:04	     31.00	134
	17:05	     31.00	130
	17:06	     31.00	126
	17:07	     31.00	121
	17:08	     31.00	119
	17:09	     31.00	115
	17:10	     31.00	112
	17:11	     31.00	112
	17:12	     31.00	112
	17:13	     31.00	113
	17:14	     31.00	116
	17:15	     31.00	118
	17:16	     31.00	119
	17:17	     31.00	120
	17:18	     31.00	124
	17:19	     31.00	126
	17:20	     31.00	128
	17:21	     31.00	130
	17:22	     31.00	132
	17:23	     31.00	134
	17:24	     31.00	135
	17:25	     31.00	138
	17:26	     31.00	141
	17:27	     31.00	142
	17:28	     31.00	144
	17:29	     31.00	149
	17:30	     31.00	150
	17:31	     31.00	154
	17:32	     31.00	152
	17:33	     31.00	150
	17:34	     31.00	150
	17:35	     31.00	150
	17:36	     31.00	156
	17:37	     31.00	166
	17:38	     31.00	177
	17:39	     31.00	180
	17:40	     31.00	184
	17:41	     30.75	193
	17:42	     30.75	203
	17:43	     30.75	215
	17:44	     30.75	223
	17:45	     30.75	229
	17:46	     30.75	235
	17:47	     30.75	242
	17:48	     30.75	249
	17:49	     30.75	256
	17:50	     30.75	264
	17:51	     30.75	273
	17:52	     30.75	282
	17:53	     30.75	291
	17:54	     30.75	302
	17:55	     30.75	312
	17:56	     30.75	322
	17:57	     30.75	333
	17:58	     30.50	346
	17:59	     30.50	359
	18:00	     30.75	372
	18:01	     30.75	386
	18:02	     30.75	401
	18:03	     30.75	416
	18:04	     30.75	432
	18:05	     30.75	448
	18:06	     30.75	467
	18:07	     30.75	486
	18:08	     30.50	506
	18:09	     30.75	528
	18:10	     30.50	551
	18:11	     30.50	489
	18:12	     30.50	477
	18:13	     30.50	489
	18:14	     30.50	503
	18:15	     30.75	518
	18:16	     30.75	531
	18:17	     30.25	539
	18:18	     30.50	551
	18:19	     30.50	559
	18:20	     30.75	569
	18:21	     30.50	578
	18:22	     30.50	591
	18:23	     30.25	600
	18:24	     30.50	606
	18:25	     30.50	608
	18:26	     30.25	606
	18:27	     30.25	618
	18:28	     30.50	631
	18:29	     30.50	625
	18:30	     30.25	631
	18:31	     30.25	639
	18:32	     30.25	642
	18:33	     30.00	649
	18:34	     30.25	651
	18:35	     30.25	654
	18:36	     30.25	663
	18:37	     30.25	671
	18:38	     30.00	670
	18:39	     30.25	678
	18:40	     30.25	687
	18:41	     30.25	692
	18:42	     30.00	694
	18:43	     30.00	704
	18:44	     30.00	701
	18:45	     30.00	698
	18:46	     30.00	697
	18:47	     30.00	700
	18:48	     30.00	699
	18:49	     30.00	706
	18:50	     30.00	702
	18:51	     30.00	701
	18:52	     30.00	699
	18:53	     30.00	712
	18:54	     30.00	707
	18:55	     30.00	711
	18:56	     30.00	709
	18:57	     30.00	711
	18:58	     30.00	709
	18:59	     30.00	705
	19:00	     30.00	709
	19:01	     30.00	712
	19:02	     30.00	705
	19:03	     30.00	705
	19:04	     30.00	704
	19:05	     30.00	709
	19:06	     30.00	706
	
